Location,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
        China,4.361179505,4.583327995,4.901685012,5.098849615,4.911002365,5.10769904,5.65465791,6.256997535,6.63366987,7.045953795,7.883265582,7.498833568,8.46390032,8.978183495,9.652490692,9.883304226,10.66870594,11.8532622,13.99649815,14.27620681,15.32877414,16.19389913,16.45946447,17.34506122,19.04033826,20.48698923,21.55855824,22.50531981,23.56275764,25.04304336,23.912695
        Colombia,0.338908048,0.36677828,0.394836408,0.412918295,0.388738505,0.40496093,0.455975976,0.47706157,0.485103469,0.501626435,0.554020385,0.567095317,0.576343578,0.553976779,0.562445233,0.548870464,0.546337633,0.533995136,0.567071558,0.551161329,0.574303896,0.543931049,0.554680844,0.524468171,0.546237344,0.626772593,0.672141624,0.669764589,0.690770654,0.696152331,0.7268504
        Comoros,0.000344091,0.000748207,0.000749374,0.000748207,0.000888831,0.000857187,0.000858934,0.000857187,0.000857187,0.000856587,0.000858934,0.000857187,0.001048922,0.001048939,0.001475394,0.001540576,0.001540576,0.001967424,0.002154279,0.00206737,0.002414631,0.001578951,0.001610723,0.001975741,0.002355781,0.002111567,0.002217072,0.002660491,0.002374466,0.00256362,0.003009193
        Congo-Brazzaville,0.011640624,0.013022848,0.011496759,0.013022848,0.014166348,0.012414676,0.012128837,0.011150349,0.010726036,0.010738154,0.010576229,0.010300994,0.010335632,0.00866229,0.0092607,0.011840087,0.009559248,0.012393718,0.013433541,0.015077198,0.017448619,0.020341451,0.022013226,0.025272756,0.028035264,0.030909598,0.030611061,0.034895287,0.035674392,0.035402838,0.034381215
        Congo-Kinshasa,0.043320507,0.038641411,0.048168955,0.045359684,0.042642677,0.044833206,0.051152709,0.053017966,0.041159554,0.042353527,0.044365317,0.043001198,0.040742979,0.043365753,0.016380033,0.014520618,0.016465481,0.019322048,0.021279548,0.026407053,0.029755109,0.030043754,0.025526477,0.021823324,0.031496033,0.038428638,0.03784033,0.055037814,0.074714485,0.043369464,0.03265707
        Cook Islands,0.000626523,0.000626523,0.000628239,0.000626523,0.000626523,0.000430879,0.000628239,0.000626523,0.000626523,0.000626523,0.000628239,0.000626523,0.000626523,0.000626523,0.000837084,0.000798156,0.000431675,0.000398362,0.000674971,0.001082858,0.001153692,0.000973279,0.000998889,0.00091936,0.001091741,0.001224275,0.00129851,0.001290617,0.001361304,0.001258,0.001304
        Costa Rica,0.028053791,0.032887084,0.037872399,0.041099037,0.038939259,0.041389285,0.052279111,0.056625151,0.058141909,0.064130683,0.060932302,0.064293582,0.072028926,0.079310558,0.077590068,0.077853453,0.080378044,0.083245913,0.082056404,0.088481545,0.095184523,0.103521402,0.102309396,0.097079387,0.099246619,0.100547477,0.100337319,0.104084753,0.106361897,0.104065164,0.1100478
        Croatia,--,--,--,--,--,--,0.137281476,0.135335795,0.16582169,0.18886268,0.164836884,0.170238555,0.19154438,0.193256214,0.176278193,0.180332674,0.188323604,0.207952636,0.195336838,0.200548278,0.203189774,0.209937715,0.196909657,0.193666037,0.164669,0.163376307,0.15140035,0.141861545,0.140256532,0.142764807,0.141526
        Cuba,0.481228045,0.473555745,0.47953503,0.487970325,0.475169045,0.444084915,0.393940806,0.390090465,0.394468275,0.40406376,0.414444492,0.431523805,0.422752819,0.357577178,0.340737083,0.322533714,0.324431754,0.33110842,0.335325459,0.332541718,0.324301543,0.320534215,0.349377109,0.352514308,0.411437841,0.366998135,0.401917499,0.380432079,0.384970161,0.384144974,0.2902532
        Cyprus,0.047483544,0.051453795,0.051787024,0.064203719,0.06856025,0.069345766,0.08019243,0.080084212,0.092157244,0.090685747,0.089395061,0.091410454,0.098302348,0.104705762,0.109726019,0.110065692,0.109059292,0.117608967,0.105816481,0.116962698,0.121460359,0.124961724,0.129635463,0.124873523,0.119655175,0.118325389,0.110890698,0.098380587,0.099396898,0.101365481,0.11126
        Czech Republic,--,--,--,--,--,--,--,0.325207486,0.332989361,0.350213948,0.360662262,0.349303858,0.362017503,0.35978802,0.349996387,0.368307645,0.361370731,0.385104502,0.424408824,0.438656538,0.43584654,0.43536226,0.445361682,0.423988091,0.416856363,0.407862704,0.403228126,0.387705835,0.415310511,0.403092464,0.370082448
        Côte d’Ivoire,0.066359628,0.073700946,0.076956368,0.076864073,0.063861276,0.05254624,0.052871116,0.060301285,0.061785266,0.060689025,0.063437755,0.057504473,0.055022947,0.061809794,0.061923313,0.059877481,0.061337197,0.047683649,0.058001216,0.073975748,0.053292383,0.050252045,0.057026043,0.051460717,0.056881804,0.048090138,0.069647493,0.078614782,0.084545034,0.088923113,0.100333399
        Denmark,0.461513993,0.448925831,0.429421284,0.41035539,0.40324414,0.407113136,0.403880488,0.416896948,0.444060869,0.466953767,0.494003468,0.473750128,0.465233948,0.459376365,0.439130706,0.445329396,0.410821269,0.392185541,0.386175535,0.381585106,0.396344924,0.397219169,0.378267076,0.34599114,0.348543422,0.339827321,0.32398293,0.322123462,0.319708045,0.321115949,0.329589922
        Djibouti,0.00971641,0.00992811,0.009725206,0.022855789,0.023482312,0.023482312,0.023776751,0.023923487,0.02457253,0.024343055,0.024409748,0.02457253,0.02457253,0.02457253,0.012057651,0.012012843,0.012047991,0.012497622,0.012155557,0.011494758,0.010741764,0.011180997,0.01250318,0.010857237,0.012364418,0.00933997,0.012319518,0.01271693,0.012938669,0.011376212,0.010366822
        Dominica,0.000503201,0.000694936,0.000731301,0.000729657,0.000729657,0.000729657,0.000731301,0.000729657,0.000965225,0.001221068,0.001224413,0.00122167,0.00122167,0.001221695,0.001479551,0.001654493,0.001516902,0.00173913,0.002067666,0.002035736,0.002031383,0.002569669,0.002303045,0.00230849,0.002425109,0.002344211,0.00233055,0.002231696,0.002372794,0.002538,0.002556
        Dominican Republic,0.098125505,0.10843347,0.122989176,0.121854885,0.133999165,0.127579545,0.13719144,0.122050525,0.138936885,0.149396325,0.159909426,0.17179601,0.176616565,0.200654005,0.283472737,0.273215597,0.28689981,0.244166715,0.22634653,0.243330744,0.239157541,0.238541762,0.238963151,0.231954827,0.237082015,0.2261276,0.240784374,0.231215982,0.22026941,0.251026214,0.2668266
        Ecuador,0.188320655,0.184577945,0.189169662,0.18236641,0.1962532,0.20929903,0.240767244,0.2232997,0.24092263,0.24869786,0.262100286,0.271422395,0.280310875,0.259121165,0.285744851,0.312684884,0.319299802,0.331646797,0.363371246,0.391292784,0.409963239,0.421225795,0.433960479,0.468331006,0.495941165,0.493647409,0.502853205,0.524977644,0.573512246,0.544098,0.513053
        Egypt,0.919056495,0.941090085,0.93301269,0.94151823,0.990390635,0.96966484,0.946016304,0.953515415,1.003529905,1.029063115,1.123829352,1.1782127,1.2346198,1.213506375,1.155857462,1.142856758,1.149828042,1.173107627,1.304704537,1.319836873,1.350082482,1.428177227,1.472533908,1.557065623,1.623576849,1.57719481,1.65014059,1.658806258,1.782497864,1.764922873,1.6904404
        El Salvador,0.030952329,0.030552544,0.033234081,0.032236837,0.034214261,0.039652724,0.045404789,0.045895721,0.051213077,0.065195899,0.062667472,0.06609566,0.077305394,0.078491608,0.077526533,0.079840251,0.083597109,0.087204821,0.087718929,0.088427627,0.091984025,0.097086279,0.090327756,0.090244228,0.08867202,0.089335299,0.091832679,0.087795624,0.090642058,0.096308272,0.097089
        Equatorial Guinea,0.001036527,0.00107711,0.001079955,0.001714947,0.001714947,0.001714947,0.00171954,0.001714947,0.001714947,0.001714842,0.00171954,0.00192756,0.00192756,0.001927577,0.004136919,0.004845319,0.006272725,0.007695249,0.008634145,0.009102873,0.009780572,0.010294706,0.010517027,0.010488292,0.010488292,0.010488292,0.010517027,0.010488292,0.010488292,0.010269511,0.010512734
        Eritrea,--,--,--,--,--,--,--,--,0.013251873,0.015181153,0.015516753,0.015676701,0.016648143,0.017280325,0.008858773,0.009705437,0.008848627,0.01060782,0.011553262,0.011560616,0.007938323,0.008152375,0.005799937,0.007016478,0.006994827,0.007124062,0.007574323,0.00772428,0.00806852,0.008001748,0.008146
        Estonia,--,--,--,--,--,--,0.069480167,0.073167937,0.068087986,0.053372535,0.057689774,0.056753755,0.056409242,0.052592826,0.044711672,0.050398143,0.052622098,0.051105332,0.053247016,0.054547864,0.059242576,0.062445081,0.061193039,0.054156945,0.055520957,0.055089697,0.065427359,0.064604805,0.060948326,0.060808626,0.060526744
        Eswatini,0.004122294,0.004705066,0.005005752,0.005240486,0.00502069,0.005815851,0.005432941,0.006537558,0.007061273,0.007061273,0.007080527,0.007061273,0.007061273,0.007061278,0.009355444,0.009252039,0.009231398,0.009294885,0.009233652,0.009200387,0.009158978,0.009534515,0.00981999,0.00956038,0.009611556,0.009718836,0.009895361,0.010088863,0.010474309,0.010922943,0.012128158
        Ethiopia,0.036052875,0.040916683,0.039350453,0.041387423,0.041490244,0.034335806,0.049935832,0.0460338,0.030319565,0.032776964,0.024304889,0.024238482,0.035910727,0.045351307,0.048742523,0.05087873,0.052851227,0.056359226,0.05972449,0.069277724,0.074839295,0.085294569,0.091340091,0.093346966,0.093361581,0.099062522,0.104664387,0.122813652,0.141094044,0.146763666,0.1678348
        Falkland Islands,0.00017063,0.00017063,0.00029693,0.000425225,0.000212613,0.000212613,0.000213195,0.000212613,0.000212613,0.000425225,0.000257024,0.000469037,0.000256425,0.000256442,0.000392819,0.000436273,0.000480102,0.000523557,0.000567386,0.000567386,0.000654669,0.000654669,0.000654669,0.000654669,0.000598066,0.000580722,0.000593833,0.000593833,0.000593833,0.000619,0.000643
        Faroe Islands,0.007101851,0.007372964,0.007653286,0.00836323,0.009171012,0.00840201,0.008387984,0.008273167,0.00848578,0.009142891,0.009193584,0.009168465,0.009168713,0.009168717,0.01018471,0.011283143,0.010833611,0.010879188,0.011077308,0.01076211,0.010592779,0.011048959,0.010249311,0.009459347,0.010111358,0.009379666,0.009593132,0.010526875,0.009392731,0.009884637,0.010141
        Fiji,0.013650599,0.011062676,0.011240409,0.013181282,0.014000378,0.011670999,0.01213645,0.012967866,0.013260487,0.014445021,0.014904398,0.014868421,0.014453599,0.015811107,0.020957262,0.021598707,0.017312251,0.020790373,0.029094623,0.024532955,0.027220004,0.02462004,0.014466339,0.01557911,0.014804445,0.029942783,0.016117571,0.020427306,0.026748693,0.034120061,0.032925859
        Finland,0.471663396,0.487198834,0.486256707,0.47822042,0.477339533,0.477472078,0.478257866,0.44715939,0.465189371,0.429141066,0.431023673,0.429354048,0.444831592,0.445089293,0.442501007,0.444411638,0.457713021,0.467311845,0.460023933,0.456390465,0.463063578,0.472394648,0.452657875,0.423617591,0.441509786,0.428979119,0.411473899,0.421816931,0.412748105,0.414634221,0.422077063
        Former Czechoslovakia,0.634706,0.636572492,0.604093709,0.66248085,0.618360663,0.513144038,0.510705375,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former Serbia and Montenegro,--,--,--,--,--,--,0.119235791,0.071257118,0.069288166,0.057835884,0.104850086,0.141698126,0.132102116,0.120601302,0.130731893,0.170261137,0.174154898,0.176367631,0.175711442,0.177188633,--,--,--,--,--,--,--,--,--,--,--
        Former U.S.S.R.,19.02533629,19.0686231,18.81193518,18.23259753,17.47590545,17.38806163,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former Yugoslavia,0.645830417,0.664684236,0.671844353,0.660207781,0.673027515,0.531990055,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        France,3.618643067,3.658955425,3.700098747,3.781612848,3.754533186,3.992012846,3.983145539,3.862130697,3.835229917,3.949642648,4.017892323,4.050680025,4.217467291,4.199091096,4.142398572,4.242740382,4.108124471,4.137349931,4.167103672,4.121225015,4.117812984,4.080638395,4.007941313,3.840849497,3.758732358,3.788822781,3.719523904,3.6388175,3.585997271,3.588295347,3.51884427
        French Guiana,0.005315742,0.006071562,0.006976814,0.008023492,0.009582354,0.010525495,0.008682426,0.011578312,0.011578312,0.013501388,0.013308001,0.013501388,0.013501388,0.01350139,0.007679289,0.008593572,0.007496205,0.009463088,0.009288299,0.00908333,0.007952483,0.008984807,0.009061195,0.011649281,0.010469834,0.011461398,0.009338144,0.010277209,0.010907776,0.010969989,0.012074701
        French Polynesia,0.013653217,0.013799686,0.013611052,0.013727841,0.012908525,0.012970429,0.012127557,0.012094649,0.009563487,0.009962176,0.009797106,0.009962176,0.009962176,0.009962193,0.010977871,0.012259067,0.012847083,0.013783305,0.013468097,0.014093673,0.013725059,0.014442244,0.014855831,0.01478395,0.014804445,0.014235626,0.013869429,0.014042561,0.013725708,0.014353001,0.014102964
        Gabon,0.020781713,0.022044066,0.024571666,0.033233214,0.032709329,0.033250588,0.03446783,0.032132483,0.032890844,0.02964603,0.031628951,0.033470938,0.0323901,0.039038612,0.028023374,0.030249704,0.029573016,0.028697292,0.029279493,0.033053906,0.032961183,0.034859164,0.034908351,0.033995167,0.041993733,0.044291745,0.046081631,0.048366819,0.048343933,0.046257944,0.045312
"        Gambia, The",0.002197047,0.002674893,0.002682107,0.002674893,0.002687595,0.002674893,0.002682107,0.002887506,0.003328075,0.00307924,0.003087562,0.00307924,0.003286195,0.00328621,0.004318428,0.004704081,0.004684185,0.004684185,0.004943141,0.004985012,0.005417712,0.005610326,0.005828952,0.006253467,0.006821735,0.007170085,0.00699453,0.00696118,0.007699282,0.007881,0.007945
        Georgia,--,--,--,--,--,--,0.057875726,0.033331873,0.015552139,0.016670134,0.029379552,0.030841588,0.03173675,0.051262644,0.031742263,0.02544968,0.024972256,0.025154379,0.025898241,0.033449463,0.033026702,0.042066947,0.037538005,0.03969533,0.042179922,0.04432809,0.0441899,0.04539067,0.047830848,0.054615065,0.066561
        Germany,--,--,--,--,--,5.831183814,5.872094999,5.993785886,5.938289875,5.923539377,6.036963802,6.009670505,6.02521066,5.842131231,5.720481853,5.796210313,5.597451471,5.533565351,5.484392539,5.422144137,5.449269133,4.966503864,5.248259091,5.025676269,5.093740524,4.93701941,4.947372654,5.026041114,4.906570382,4.890500625,4.931441609
"        Germany, East",0.763816838,0.717722551,0.673045735,0.622686257,0.5822079,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"        Germany, West",5.032150202,4.91413026,4.970185688,4.693783721,4.941805786,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Ghana,0.032625854,0.037794144,0.044482542,0.049761545,0.041898241,0.041385525,0.046549271,0.048154779,0.053533419,0.055165042,0.056395586,0.053282153,0.054540709,0.063071964,0.074430572,0.074600482,0.078420336,0.079496472,0.088219994,0.088902088,0.086565077,0.09624414,0.097998557,0.116664911,0.117916499,0.133484628,0.15197024,0.154358719,0.154628292,0.162868857,0.1770782
        Gibraltar,0.018503169,0.018940033,0.024845654,0.021123025,0.022024064,0.02250079,0.040196156,0.042381582,0.042594194,0.042594194,0.042710393,0.042594194,0.048913942,0.042805903,0.119759543,0.131712236,0.145462765,0.167166505,0.159577517,0.178630768,0.17451764,0.188691569,0.183519221,0.194336542,0.187859922,0.186975954,0.188620106,0.173709309,0.164229861,0.169010241,0.171555
        Greece,0.522370943,0.565354559,0.593662592,0.6317517,0.664659433,0.668352213,0.683869561,0.702258672,0.718591181,0.749399121,0.776573069,0.787413432,0.824518301,0.807187965,0.843705105,0.85447663,0.859411962,0.901729381,0.884922873,0.887648116,0.933033152,0.942625734,0.903870025,0.844901461,0.77460945,0.734083478,0.639620895,0.587672091,0.589308675,0.613602638,0.615374766
        Greenland,0.004761882,0.003294473,0.007708899,0.006796787,0.007763698,0.007668115,0.006815285,0.006968799,0.007009276,0.007009276,0.007428261,0.007620578,0.007620684,0.007620701,0.008410839,0.007845931,0.007324477,0.008235967,0.007776401,0.009651072,0.008772641,0.010090213,0.008772019,0.009202961,0.012036577,0.011470147,0.009029996,0.008790343,0.007822882,0.008401949,0.008482534
        Grenada,0.000945975,0.001164638,0.001209296,0.001206494,0.001793621,0.001793621,0.001849169,0.002125772,0.002437925,0.002220373,0.002377653,0.003146462,0.002728506,0.002728532,0.002944203,0.003064312,0.003148728,0.003330809,0.003234494,0.0034012,0.003519108,0.003734979,0.003971559,0.003856071,0.003991101,0.003982103,0.004048848,0.0045715,0.00386105,0.004029215,0.004142105
        Guadeloupe,0.013293758,0.015416876,0.017006125,0.018767607,0.020308089,0.021120725,0.020012331,0.022833378,0.023615391,0.024258776,0.024117716,0.024663123,0.024663123,0.024663123,0.028476308,0.029925623,0.030618751,0.03096759,0.030199876,0.029999808,0.031028369,0.032333125,0.030146483,0.029771191,0.031805923,0.034832391,0.026182731,0.025964716,0.025256155,0.028866074,0.027030224
        Guam,0.015361578,0.010810866,0.011186488,0.01039093,0.026087034,0.02926132,0.035182807,0.046666103,0.067949264,0.050469536,0.044742625,0.050969696,0.042131731,0.04683399,0.047709922,0.066056882,0.045915398,0.038872407,0.0451893,0.052916668,0.055806638,0.040314751,0.025385925,0.04032835,0.035947667,0.03176485,0.034010609,0.028664733,0.027735401,0.029207811,0.02717786
        Guatemala,0.046577541,0.04714789,0.051986713,0.052457618,0.054909177,0.052135104,0.063319976,0.068053411,0.077281085,0.085171473,0.089269816,0.09829012,0.119234915,0.120343785,0.125899973,0.132838741,0.134676778,0.136770304,0.126396013,0.130742579,0.137931799,0.150672158,0.134905848,0.153504767,0.136973868,0.13844785,0.140958113,0.142828005,0.150566067,0.172110269,0.1844304
        Guinea,0.014102072,0.015140477,0.015352273,0.014761158,0.020014118,0.015379069,0.015902627,0.016699955,0.016891689,0.016699955,0.016745708,0.016891689,0.017103389,0.017103389,0.022405737,0.02344446,0.024312028,0.025433094,0.026339367,0.027287749,0.02819598,0.029466383,0.029910156,0.031762244,0.037426396,0.038902309,0.037007402,0.032447452,0.034227091,0.03805654,0.042143289
        Guinea-Bissau,0.001572776,0.00271431,0.00312104,0.003156833,0.00386004,0.00386004,0.004100583,0.00449295,0.00449295,0.00449295,0.004312863,0.00449295,0.00449295,0.004492951,0.00340127,0.003463795,0.003538605,0.004113992,0.004256625,0.004311454,0.004409737,0.004685315,0.004563103,0.004727617,0.004851532,0.004922659,0.005019561,0.005138224,0.005395824,0.005575168,0.005804803
        Guyana,0.019074609,0.014485528,0.014317225,0.009614419,0.009251062,0.010912783,0.012057102,0.015442905,0.015426042,0.013065321,0.014265033,0.015188626,0.01970572,0.023667658,0.023231663,0.022629285,0.022811451,0.023573397,0.022958103,0.020776394,0.018548624,0.023038874,0.021902489,0.022572729,0.024327861,0.02525602,0.028564786,0.027818582,0.027805509,0.02837552,0.031936631
        Haiti,0.010269823,0.017415355,0.018917479,0.017626836,0.009829961,0.009636037,0.011237554,0.008814349,0.007548346,0.012972575,0.015286429,0.019855661,0.018406476,0.020562385,0.020993971,0.02305371,0.025805781,0.023741906,0.027704769,0.028963209,0.029670684,0.033364329,0.033364329,0.031393394,0.029263462,0.031393394,0.03370436,0.036321521,0.039735848,0.045519528,0.047403
